#           k/h    P           
    0.59615E-01    0.69196E+04
    0.61635E-01    0.67664E+04
    0.63725E-01    0.66117E+04
    0.65885E-01    0.64513E+04
    0.68118E-01    0.62809E+04
    0.70427E-01    0.60970E+04
    0.72814E-01    0.58967E+04
    0.75282E-01    0.56785E+04
    0.77833E-01    0.54425E+04
    0.80472E-01    0.51905E+04
    0.83199E-01    0.49263E+04
    0.86019E-01    0.46551E+04
    0.88935E-01    0.43838E+04
    0.91949E-01    0.41195E+04
    0.95066E-01    0.38697E+04
    0.98288E-01    0.36408E+04
    0.10162E+00    0.34377E+04
    0.10506E+00    0.32632E+04
    0.10863E+00    0.31174E+04
    0.11231E+00    0.29977E+04
    0.11611E+00    0.28986E+04
    0.12005E+00    0.28123E+04
    0.12412E+00    0.27296E+04
    0.12833E+00    0.26413E+04
    0.13268E+00    0.25395E+04
    0.13717E+00    0.24199E+04
    0.14182E+00    0.22829E+04
    0.14663E+00    0.21338E+04
    0.15160E+00    0.19815E+04
    0.15674E+00    0.18367E+04
    0.16205E+00    0.17087E+04
    0.16754E+00    0.16033E+04
    0.17322E+00    0.15211E+04
    0.17909E+00    0.14577E+04
    0.18516E+00    0.14042E+04
    0.19144E+00    0.13503E+04
    0.19793E+00    0.12876E+04
    0.20464E+00    0.12127E+04
    0.21157E+00    0.11288E+04
    0.21874E+00    0.10442E+04
    0.22616E+00    0.96795E+03
    0.23382E+00    0.90576E+03
    0.24175E+00    0.85753E+03
    0.24994E+00    0.81769E+03
    0.25842E+00    0.77838E+03
    0.26718E+00    0.73398E+03
    0.27623E+00    0.68436E+03
    0.28559E+00    0.63442E+03
    0.29527E+00    0.59003E+03
    0.30528E+00    0.55372E+03
    0.31563E+00    0.52319E+03
    0.32633E+00    0.49370E+03
    0.33739E+00    0.46226E+03
    0.34883E+00    0.42992E+03
    0.36065E+00    0.39996E+03
    0.37287E+00    0.37421E+03
    0.38551E+00    0.35143E+03
    0.39858E+00    0.32919E+03
    0.41209E+00    0.30676E+03
    0.42606E+00    0.28549E+03
    0.44050E+00    0.26648E+03
    0.45543E+00    0.24917E+03
    0.47087E+00    0.23249E+03
    0.48683E+00    0.21641E+03
    0.50333E+00    0.20156E+03
    0.52039E+00    0.18795E+03
    0.53802E+00    0.17509E+03
    0.55626E+00    0.16290E+03
    0.57512E+00    0.15159E+03
    0.59461E+00    0.14110E+03
    0.61476E+00    0.13122E+03
    0.63560E+00    0.12198E+03
    0.65715E+00    0.11340E+03
    0.67942E+00    0.10538E+03
    0.70245E+00    0.97885E+02
    0.72626E+00    0.90910E+02
    0.75087E+00    0.84405E+02
    0.77633E+00    0.78342E+02
    0.80264E+00    0.72698E+02
    0.82984E+00    0.67439E+02
    0.85797E+00    0.62544E+02
    0.88705E+00    0.57990E+02
    0.91712E+00    0.53753E+02
    0.94821E+00    0.49813E+02
    0.98035E+00    0.46151E+02
    0.10136E+01    0.42748E+02
    0.10479E+01    0.39586E+02
    0.10834E+01    0.36649E+02
    0.11202E+01    0.33922E+02
    0.11581E+01    0.31390E+02
    0.11974E+01    0.29041E+02
    0.12380E+01    0.26862E+02
    0.12799E+01    0.24841E+02
    0.13233E+01    0.22967E+02
    0.13682E+01    0.21230E+02
    0.14146E+01    0.19620E+02
    0.14625E+01    0.18128E+02
    0.15121E+01    0.16746E+02
    0.15633E+01    0.15467E+02
    0.16163E+01    0.14282E+02
    0.16711E+01    0.13186E+02
    0.17277E+01    0.12172E+02
    0.17863E+01    0.11233E+02
    0.18469E+01    0.10365E+02
    0.19095E+01    0.95619E+01
    0.19742E+01    0.88197E+01
    0.20411E+01    0.81336E+01
    0.21103E+01    0.74996E+01
    0.21818E+01    0.69138E+01
    0.22558E+01    0.63727E+01
    0.23322E+01    0.58729E+01
    0.24113E+01    0.54114E+01
    0.24930E+01    0.49854E+01
    0.25775E+01    0.45922E+01
    0.26649E+01    0.42293E+01
    0.27552E+01    0.38945E+01
    0.28486E+01    0.35856E+01
    0.29451E+01    0.33007E+01
    0.30449E+01    0.30380E+01
    0.31482E+01    0.27958E+01
    0.32549E+01    0.25726E+01
    0.33652E+01    0.23668E+01
    0.34792E+01    0.21772E+01
    0.35972E+01    0.20025E+01
    0.37191E+01    0.18415E+01
    0.38452E+01    0.16933E+01
    0.39755E+01    0.15567E+01
    0.41102E+01    0.14310E+01
    0.42496E+01    0.13153E+01
    0.43936E+01    0.12088E+01
    0.45425E+01    0.11108E+01
    0.46965E+01    0.10205E+01
    0.48557E+01    0.93754E+00
    0.50203E+01    0.86118E+00
    0.51904E+01    0.79095E+00
    0.53664E+01    0.72635E+00
    0.55483E+01    0.66695E+00
    0.57363E+01    0.61234E+00
    0.59307E+01    0.56214E+00
    0.61318E+01    0.51599E+00
    0.63396E+01    0.47358E+00
    0.65545E+01    0.43461E+00
    0.67767E+01    0.39880E+00
    0.70063E+01    0.36590E+00
    0.72438E+01    0.33568E+00
    0.74894E+01    0.30792E+00
    0.77432E+01    0.28243E+00
    0.80057E+01    0.25902E+00
    0.82770E+01    0.23753E+00
    0.85576E+01    0.21780E+00
    0.88476E+01    0.19969E+00
    0.91475E+01    0.18307E+00
    0.94576E+01    0.16781E+00
    0.97781E+01    0.15381E+00
    0.10110E+02    0.14097E+00
    0.10452E+02    0.12919E+00
    0.10807E+02    0.11838E+00
    0.11173E+02    0.10846E+00
    0.11552E+02    0.99367E-01
    0.11943E+02    0.91027E-01
    0.12348E+02    0.83380E-01
    0.12766E+02    0.76369E-01
    0.13199E+02    0.69942E-01
    0.13647E+02    0.64049E-01
    0.14109E+02    0.58649E-01
    0.14587E+02    0.53699E-01
    0.15082E+02    0.49163E-01
    0.15593E+02    0.45006E-01
    0.16121E+02    0.41198E-01
    0.16668E+02    0.37708E-01
    0.17233E+02    0.34512E-01
    0.17817E+02    0.31584E-01
    0.18421E+02    0.28902E-01
    0.19045E+02    0.26446E-01
    0.19691E+02    0.24196E-01
    0.20358E+02    0.22137E-01
    0.21048E+02    0.20251E-01
    0.21762E+02    0.18524E-01
    0.22499E+02    0.16944E-01
    0.23262E+02    0.15497E-01
    0.24050E+02    0.14172E-01
    0.24866E+02    0.12960E-01
    0.25708E+02    0.11851E-01
    0.26580E+02    0.10836E-01
    0.27481E+02    0.99068E-02
    0.28412E+02    0.90569E-02
    0.29375E+02    0.82793E-02
    0.30371E+02    0.75679E-02
    0.31400E+02    0.69172E-02
    0.32465E+02    0.63220E-02
    0.33565E+02    0.57776E-02
    0.34703E+02    0.52798E-02
    0.35879E+02    0.48245E-02
    0.37095E+02    0.44081E-02
    0.38352E+02    0.40274E-02
    0.39652E+02    0.36794E-02
    0.40996E+02    0.33612E-02
    0.42386E+02    0.30703E-02
    0.43823E+02    0.28043E-02
    0.45308E+02    0.25613E-02
    0.46844E+02    0.23391E-02
    0.48432E+02    0.21361E-02
    0.50073E+02    0.19505E-02
