#           k/h    P           
    0.83847E-04    0.49182E+01
    0.86689E-04    0.50785E+01
    0.89627E-04    0.52439E+01
    0.92665E-04    0.54147E+01
    0.95806E-04    0.55911E+01
    0.99053E-04    0.57732E+01
    0.10241E-03    0.59613E+01
    0.10588E-03    0.61555E+01
    0.10947E-03    0.63559E+01
    0.11318E-03    0.65630E+01
    0.11702E-03    0.67767E+01
    0.12098E-03    0.69974E+01
    0.12508E-03    0.72253E+01
    0.12932E-03    0.74607E+01
    0.13371E-03    0.77036E+01
    0.13824E-03    0.79545E+01
    0.14293E-03    0.82135E+01
    0.14777E-03    0.84810E+01
    0.15278E-03    0.87571E+01
    0.15796E-03    0.90423E+01
    0.16331E-03    0.93367E+01
    0.16885E-03    0.96407E+01
    0.17457E-03    0.99545E+01
    0.18049E-03    0.10279E+02
    0.18660E-03    0.10613E+02
    0.19293E-03    0.10959E+02
    0.19947E-03    0.11315E+02
    0.20623E-03    0.11684E+02
    0.21322E-03    0.12064E+02
    0.22045E-03    0.12456E+02
    0.22792E-03    0.12862E+02
    0.23565E-03    0.13280E+02
    0.24363E-03    0.13712E+02
    0.25189E-03    0.14158E+02
    0.26043E-03    0.14618E+02
    0.26926E-03    0.15094E+02
    0.27838E-03    0.15585E+02
    0.28782E-03    0.16091E+02
    0.29757E-03    0.16614E+02
    0.30766E-03    0.17154E+02
    0.31809E-03    0.17711E+02
    0.32887E-03    0.18287E+02
    0.34002E-03    0.18881E+02
    0.35154E-03    0.19494E+02
    0.36346E-03    0.20127E+02
    0.37578E-03    0.20780E+02
    0.38851E-03    0.21454E+02
    0.40168E-03    0.22150E+02
    0.41530E-03    0.22869E+02
    0.42937E-03    0.23610E+02
    0.44393E-03    0.24375E+02
    0.45897E-03    0.25165E+02
    0.47453E-03    0.25980E+02
    0.49062E-03    0.26821E+02
    0.50724E-03    0.27688E+02
    0.52444E-03    0.28584E+02
    0.54221E-03    0.29508E+02
    0.56059E-03    0.30461E+02
    0.57959E-03    0.31444E+02
    0.59924E-03    0.32459E+02
    0.61955E-03    0.33506E+02
    0.64055E-03    0.34585E+02
    0.66226E-03    0.35699E+02
    0.68471E-03    0.36848E+02
    0.70792E-03    0.38032E+02
    0.73191E-03    0.39254E+02
    0.75672E-03    0.40513E+02
    0.78237E-03    0.41812E+02
    0.80889E-03    0.43151E+02
    0.83631E-03    0.44531E+02
    0.86465E-03    0.45953E+02
    0.89396E-03    0.47420E+02
    0.92426E-03    0.48930E+02
    0.95559E-03    0.50487E+02
    0.98798E-03    0.52091E+02
    0.10215E-02    0.53743E+02
    0.10561E-02    0.55444E+02
    0.10919E-02    0.57196E+02
    0.11289E-02    0.59000E+02
    0.11672E-02    0.60857E+02
    0.12067E-02    0.62768E+02
    0.12476E-02    0.64735E+02
    0.12899E-02    0.66758E+02
    0.13336E-02    0.68839E+02
    0.13788E-02    0.70980E+02
    0.14256E-02    0.73181E+02
    0.14739E-02    0.75443E+02
    0.15238E-02    0.77767E+02
    0.15755E-02    0.80156E+02
    0.16289E-02    0.82609E+02
    0.16841E-02    0.85128E+02
    0.17412E-02    0.87715E+02
    0.18002E-02    0.90369E+02
    0.18612E-02    0.93092E+02
    0.19243E-02    0.95885E+02
    0.19895E-02    0.98749E+02
    0.20570E-02    0.10168E+03
    0.21267E-02    0.10469E+03
    0.21988E-02    0.10777E+03
    0.22733E-02    0.11093E+03
    0.23504E-02    0.11416E+03
    0.24300E-02    0.11746E+03
    0.25124E-02    0.12084E+03
    0.25976E-02    0.12429E+03
    0.26856E-02    0.12782E+03
    0.27766E-02    0.13143E+03
    0.28707E-02    0.13511E+03
    0.29680E-02    0.13887E+03
    0.30687E-02    0.14271E+03
    0.31727E-02    0.14662E+03
    0.32802E-02    0.15060E+03
    0.33914E-02    0.15466E+03
    0.35063E-02    0.15879E+03
    0.36252E-02    0.16300E+03
    0.37481E-02    0.16727E+03
    0.38751E-02    0.17161E+03
    0.40064E-02    0.17602E+03
    0.41422E-02    0.18050E+03
    0.42826E-02    0.18504E+03
    0.44278E-02    0.18964E+03
    0.45779E-02    0.19429E+03
    0.47331E-02    0.19900E+03
    0.48935E-02    0.20376E+03
    0.50593E-02    0.20856E+03
    0.52308E-02    0.21341E+03
    0.54081E-02    0.21830E+03
    0.55914E-02    0.22322E+03
    0.57810E-02    0.22816E+03
    0.59769E-02    0.23313E+03
    0.61795E-02    0.23811E+03
    0.63890E-02    0.24310E+03
    0.66055E-02    0.24810E+03
    0.68294E-02    0.25309E+03
    0.70609E-02    0.25806E+03
    0.73002E-02    0.26301E+03
    0.75477E-02    0.26794E+03
    0.78035E-02    0.27282E+03
    0.80680E-02    0.27765E+03
    0.83415E-02    0.28242E+03
    0.86242E-02    0.28712E+03
    0.89165E-02    0.29174E+03
    0.92187E-02    0.29626E+03
    0.95312E-02    0.30067E+03
    0.98543E-02    0.30496E+03
    0.10188E-01    0.30912E+03
    0.10534E-01    0.31312E+03
    0.10891E-01    0.31696E+03
    0.11260E-01    0.32063E+03
    0.11641E-01    0.32409E+03
    0.12036E-01    0.32735E+03
    0.12444E-01    0.33038E+03
    0.12866E-01    0.33316E+03
    0.13302E-01    0.33568E+03
    0.13753E-01    0.33792E+03
    0.14219E-01    0.33986E+03
    0.14701E-01    0.34149E+03
    0.15199E-01    0.34279E+03
    0.15714E-01    0.34374E+03
    0.16247E-01    0.34432E+03
    0.16798E-01    0.34453E+03
    0.17367E-01    0.34433E+03
    0.17956E-01    0.34373E+03
    0.18564E-01    0.34271E+03
    0.19194E-01    0.34125E+03
    0.19844E-01    0.33935E+03
    0.20517E-01    0.33700E+03
    0.21212E-01    0.33420E+03
    0.21931E-01    0.33095E+03
    0.22674E-01    0.32724E+03
    0.23443E-01    0.32309E+03
    0.24238E-01    0.31850E+03
    0.25059E-01    0.31348E+03
    0.25909E-01    0.30807E+03
    0.26787E-01    0.30226E+03
    0.27695E-01    0.29611E+03
    0.28633E-01    0.28962E+03
    0.29604E-01    0.28286E+03
    0.30607E-01    0.27584E+03
    0.31645E-01    0.26863E+03
    0.32717E-01    0.26127E+03
    0.33826E-01    0.25380E+03
    0.34973E-01    0.24630E+03
    0.36158E-01    0.23880E+03
    0.37384E-01    0.23138E+03
    0.38651E-01    0.22408E+03
    0.39961E-01    0.21696E+03
    0.41316E-01    0.21007E+03
    0.42716E-01    0.20345E+03
    0.44164E-01    0.19715E+03
    0.45661E-01    0.19119E+03
    0.47208E-01    0.18560E+03
    0.48809E-01    0.18038E+03
    0.50463E-01    0.17554E+03
    0.52173E-01    0.17105E+03
    0.53942E-01    0.16689E+03
    0.55770E-01    0.16301E+03
    0.57660E-01    0.15935E+03
    0.59615E-01    0.15584E+03
    0.61635E-01    0.15239E+03
    0.63725E-01    0.14891E+03
    0.65885E-01    0.14530E+03
    0.68118E-01    0.14146E+03
    0.70427E-01    0.13732E+03
    0.72814E-01    0.13281E+03
    0.75282E-01    0.12789E+03
    0.77833E-01    0.12258E+03
    0.80472E-01    0.11690E+03
    0.83199E-01    0.11095E+03
    0.86019E-01    0.10484E+03
    0.88935E-01    0.98731E+02
    0.91949E-01    0.92780E+02
    0.95066E-01    0.87153E+02
    0.98288E-01    0.81998E+02
    0.10162E+00    0.77424E+02
    0.10506E+00    0.73494E+02
    0.10863E+00    0.70211E+02
    0.11231E+00    0.67515E+02
    0.11611E+00    0.65282E+02
    0.12005E+00    0.63339E+02
    0.12412E+00    0.61477E+02
    0.12833E+00    0.59487E+02
    0.13268E+00    0.57194E+02
    0.13717E+00    0.54501E+02
    0.14182E+00    0.51416E+02
    0.14663E+00    0.48057E+02
    0.15160E+00    0.44627E+02
    0.15674E+00    0.41366E+02
    0.16205E+00    0.38483E+02
    0.16754E+00    0.36109E+02
    0.17322E+00    0.34259E+02
    0.17909E+00    0.32830E+02
    0.18516E+00    0.31625E+02
    0.19144E+00    0.30412E+02
    0.19793E+00    0.28999E+02
    0.20464E+00    0.27312E+02
    0.21157E+00    0.25423E+02
    0.21874E+00    0.23518E+02
    0.22616E+00    0.21800E+02
    0.23382E+00    0.20400E+02
    0.24175E+00    0.19313E+02
    0.24994E+00    0.18416E+02
    0.25842E+00    0.17531E+02
    0.26718E+00    0.16531E+02
    0.27623E+00    0.15413E+02
    0.28559E+00    0.14288E+02
    0.29527E+00    0.13289E+02
    0.30528E+00    0.12471E+02
    0.31563E+00    0.11783E+02
    0.32633E+00    0.11119E+02
    0.33739E+00    0.10411E+02
    0.34883E+00    0.96827E+01
    0.36065E+00    0.90079E+01
    0.37287E+00    0.84281E+01
    0.38551E+00    0.79150E+01
    0.39858E+00    0.74140E+01
    0.41209E+00    0.69090E+01
    0.42606E+00    0.64299E+01
    0.44050E+00    0.60017E+01
    0.45543E+00    0.56119E+01
    0.47087E+00    0.52362E+01
    0.48683E+00    0.48740E+01
    0.50333E+00    0.45395E+01
    0.52039E+00    0.42330E+01
    0.53802E+00    0.39435E+01
    0.55626E+00    0.36689E+01
    0.57512E+00    0.34142E+01
    0.59461E+00    0.31778E+01
    0.61476E+00    0.29554E+01
    0.63560E+00    0.27473E+01
    0.65715E+00    0.25540E+01
    0.67942E+00    0.23733E+01
    0.70245E+00    0.22046E+01
    0.72626E+00    0.20475E+01
    0.75087E+00    0.19010E+01
    0.77633E+00    0.17644E+01
    0.80264E+00    0.16373E+01
    0.82984E+00    0.15189E+01
    0.85797E+00    0.14086E+01
    0.88705E+00    0.13061E+01
    0.91712E+00    0.12106E+01
    0.94821E+00    0.11219E+01
    0.98035E+00    0.10394E+01
    0.10136E+01    0.96278E+00
    0.10479E+01    0.89156E+00
    0.10834E+01    0.82541E+00
    0.11202E+01    0.76399E+00
    0.11581E+01    0.70698E+00
    0.11974E+01    0.65407E+00
    0.12380E+01    0.60499E+00
    0.12799E+01    0.55947E+00
    0.13233E+01    0.51726E+00
    0.13682E+01    0.47813E+00
    0.14146E+01    0.44187E+00
    0.14625E+01    0.40828E+00
    0.15121E+01    0.37717E+00
    0.15633E+01    0.34835E+00
    0.16163E+01    0.32167E+00
    0.16711E+01    0.29698E+00
    0.17277E+01    0.27413E+00
    0.17863E+01    0.25299E+00
    0.18469E+01    0.23343E+00
    0.19095E+01    0.21535E+00
    0.19742E+01    0.19864E+00
    0.20411E+01    0.18319E+00
    0.21103E+01    0.16891E+00
    0.21818E+01    0.15571E+00
    0.22558E+01    0.14353E+00
    0.23322E+01    0.13227E+00
    0.24113E+01    0.12188E+00
    0.24930E+01    0.11228E+00
    0.25775E+01    0.10343E+00
    0.26649E+01    0.95253E-01
    0.27552E+01    0.87712E-01
    0.28486E+01    0.80756E-01
    0.29451E+01    0.74340E-01
    0.30449E+01    0.68423E-01
    0.31482E+01    0.62968E-01
    0.32549E+01    0.57940E-01
    0.33652E+01    0.53305E-01
    0.34792E+01    0.49035E-01
    0.35972E+01    0.45100E-01
    0.37191E+01    0.41475E-01
    0.38452E+01    0.38136E-01
    0.39755E+01    0.35061E-01
    0.41102E+01    0.32230E-01
    0.42496E+01    0.29624E-01
    0.43936E+01    0.27225E-01
    0.45425E+01    0.25017E-01
    0.46965E+01    0.22985E-01
    0.48557E+01    0.21115E-01
    0.50203E+01    0.19396E-01
    0.51904E+01    0.17814E-01
    0.53664E+01    0.16359E-01
    0.55483E+01    0.15021E-01
    0.57363E+01    0.13791E-01
    0.59307E+01    0.12661E-01
    0.61318E+01    0.11621E-01
    0.63396E+01    0.10666E-01
    0.65545E+01    0.97884E-02
    0.67767E+01    0.89818E-02
    0.70063E+01    0.82409E-02
    0.72438E+01    0.75603E-02
    0.74894E+01    0.69351E-02
    0.77432E+01    0.63610E-02
    0.80057E+01    0.58338E-02
    0.82770E+01    0.53498E-02
    0.85576E+01    0.49054E-02
    0.88476E+01    0.44975E-02
    0.91475E+01    0.41231E-02
    0.94576E+01    0.37795E-02
    0.97781E+01    0.34642E-02
    0.10110E+02    0.31750E-02
    0.10452E+02    0.29096E-02
    0.10807E+02    0.26661E-02
    0.11173E+02    0.24428E-02
    0.11552E+02    0.22380E-02
    0.11943E+02    0.20502E-02
    0.12348E+02    0.18779E-02
    0.12766E+02    0.17200E-02
    0.13199E+02    0.15753E-02
    0.13647E+02    0.14426E-02
    0.14109E+02    0.13209E-02
    0.14587E+02    0.12095E-02
    0.15082E+02    0.11073E-02
    0.15593E+02    0.10137E-02
    0.16121E+02    0.92789E-03
    0.16668E+02    0.84930E-03
    0.17233E+02    0.77731E-03
    0.17817E+02    0.71137E-03
    0.18421E+02    0.65096E-03
    0.19045E+02    0.59564E-03
    0.19691E+02    0.54498E-03
    0.20358E+02    0.49860E-03
    0.21048E+02    0.45612E-03
    0.21762E+02    0.41723E-03
    0.22499E+02    0.38163E-03
    0.23262E+02    0.34904E-03
    0.24050E+02    0.31922E-03
    0.24866E+02    0.29191E-03
    0.25708E+02    0.26693E-03
    0.26580E+02    0.24407E-03
    0.27481E+02    0.22314E-03
    0.28412E+02    0.20400E-03
    0.29375E+02    0.18649E-03
    0.30371E+02    0.17047E-03
    0.31400E+02    0.15581E-03
    0.32465E+02    0.14241E-03
    0.33565E+02    0.13014E-03
    0.34703E+02    0.11893E-03
    0.35879E+02    0.10868E-03
    0.37095E+02    0.99299E-04
    0.38352E+02    0.90724E-04
    0.39652E+02    0.82885E-04
    0.40996E+02    0.75718E-04
    0.42386E+02    0.69165E-04
    0.43823E+02    0.63176E-04
    0.45308E+02    0.57701E-04
    0.46844E+02    0.52697E-04
    0.48432E+02    0.48124E-04
    0.50073E+02    0.43945E-04
