#           k/h    P           
    0.59924E-03    0.24427E+03
    0.61955E-03    0.25212E+03
    0.64055E-03    0.26022E+03
    0.66226E-03    0.26857E+03
    0.68471E-03    0.27718E+03
    0.70792E-03    0.28605E+03
    0.73191E-03    0.29520E+03
    0.75672E-03    0.30463E+03
    0.78237E-03    0.31435E+03
    0.80889E-03    0.32437E+03
    0.83631E-03    0.33470E+03
    0.86465E-03    0.34533E+03
    0.89396E-03    0.35629E+03
    0.92426E-03    0.36758E+03
    0.95559E-03    0.37921E+03
    0.98798E-03    0.39118E+03
    0.10215E-02    0.40351E+03
    0.10561E-02    0.41621E+03
    0.10919E-02    0.42927E+03
    0.11289E-02    0.44272E+03
    0.11672E-02    0.45656E+03
    0.12067E-02    0.47080E+03
    0.12476E-02    0.48544E+03
    0.12899E-02    0.50051E+03
    0.13336E-02    0.51600E+03
    0.13788E-02    0.53193E+03
    0.14256E-02    0.54830E+03
    0.14739E-02    0.56512E+03
    0.15238E-02    0.58241E+03
    0.15755E-02    0.60017E+03
    0.16289E-02    0.61841E+03
    0.16841E-02    0.63714E+03
    0.17412E-02    0.65636E+03
    0.18002E-02    0.67609E+03
    0.18612E-02    0.69633E+03
    0.19243E-02    0.71709E+03
    0.19895E-02    0.73838E+03
    0.20570E-02    0.76021E+03
    0.21267E-02    0.78257E+03
    0.21988E-02    0.80548E+03
    0.22733E-02    0.82894E+03
    0.23504E-02    0.85296E+03
    0.24300E-02    0.87754E+03
    0.25124E-02    0.90268E+03
    0.25976E-02    0.92839E+03
    0.26856E-02    0.95467E+03
    0.27766E-02    0.98152E+03
    0.28707E-02    0.10089E+04
    0.29680E-02    0.10369E+04
    0.30687E-02    0.10655E+04
    0.31727E-02    0.10946E+04
    0.32802E-02    0.11243E+04
    0.33914E-02    0.11545E+04
    0.35063E-02    0.11853E+04
    0.36252E-02    0.12166E+04
    0.37481E-02    0.12484E+04
    0.38751E-02    0.12807E+04
    0.40064E-02    0.13136E+04
    0.41422E-02    0.13469E+04
    0.42826E-02    0.13807E+04
    0.44278E-02    0.14150E+04
    0.45779E-02    0.14496E+04
    0.47331E-02    0.14847E+04
    0.48935E-02    0.15202E+04
    0.50593E-02    0.15560E+04
    0.52308E-02    0.15921E+04
    0.54081E-02    0.16285E+04
    0.55914E-02    0.16651E+04
    0.57810E-02    0.17020E+04
    0.59769E-02    0.17390E+04
    0.61795E-02    0.17761E+04
    0.63890E-02    0.18133E+04
    0.66055E-02    0.18506E+04
    0.68294E-02    0.18877E+04
    0.70609E-02    0.19248E+04
    0.73002E-02    0.19617E+04
    0.75477E-02    0.19984E+04
    0.78035E-02    0.20348E+04
    0.80680E-02    0.20708E+04
    0.83415E-02    0.21063E+04
    0.86242E-02    0.21414E+04
    0.89165E-02    0.21758E+04
    0.92187E-02    0.22095E+04
    0.95312E-02    0.22423E+04
    0.98543E-02    0.22743E+04
    0.10188E-01    0.23053E+04
    0.10534E-01    0.23352E+04
    0.10891E-01    0.23638E+04
    0.11260E-01    0.23911E+04
    0.11641E-01    0.24169E+04
    0.12036E-01    0.24412E+04
    0.12444E-01    0.24638E+04
    0.12866E-01    0.24845E+04
    0.13302E-01    0.25033E+04
    0.13753E-01    0.25200E+04
    0.14219E-01    0.25344E+04
    0.14701E-01    0.25466E+04
    0.15199E-01    0.25563E+04
    0.15714E-01    0.25633E+04
    0.16247E-01    0.25677E+04
    0.16798E-01    0.25692E+04
    0.17367E-01    0.25677E+04
    0.17956E-01    0.25632E+04
    0.18564E-01    0.25556E+04
    0.19194E-01    0.25447E+04
    0.19844E-01    0.25305E+04
    0.20517E-01    0.25130E+04
    0.21212E-01    0.24921E+04
    0.21931E-01    0.24679E+04
    0.22674E-01    0.24402E+04
    0.23443E-01    0.24092E+04
    0.24238E-01    0.23750E+04
    0.25059E-01    0.23376E+04
    0.25909E-01    0.22972E+04
    0.26787E-01    0.22539E+04
    0.27695E-01    0.22080E+04
    0.28633E-01    0.21597E+04
    0.29604E-01    0.21092E+04
    0.30607E-01    0.20569E+04
    0.31645E-01    0.20031E+04
    0.32717E-01    0.19482E+04
    0.33826E-01    0.18926E+04
    0.34973E-01    0.18366E+04
    0.36158E-01    0.17807E+04
    0.37384E-01    0.17253E+04
    0.38651E-01    0.16709E+04
    0.39961E-01    0.16178E+04
    0.41316E-01    0.15664E+04
    0.42716E-01    0.15171E+04
    0.44164E-01    0.14701E+04
    0.45661E-01    0.14257E+04
    0.47208E-01    0.13840E+04
    0.48809E-01    0.13451E+04
    0.50463E-01    0.13090E+04
    0.52173E-01    0.12755E+04
    0.53942E-01    0.12445E+04
    0.55770E-01    0.12155E+04
    0.57660E-01    0.11883E+04
    0.59615E-01    0.11621E+04
    0.61635E-01    0.11363E+04
    0.63725E-01    0.11104E+04
    0.65885E-01    0.10834E+04
    0.68118E-01    0.10548E+04
    0.70427E-01    0.10239E+04
    0.72814E-01    0.99029E+03
    0.75282E-01    0.95365E+03
    0.77833E-01    0.91402E+03
    0.80472E-01    0.87170E+03
    0.83199E-01    0.82732E+03
    0.86019E-01    0.78178E+03
    0.88935E-01    0.73621E+03
    0.91949E-01    0.69183E+03
    0.95066E-01    0.64987E+03
    0.98288E-01    0.61143E+03
    0.10162E+00    0.57733E+03
    0.10506E+00    0.54802E+03
    0.10863E+00    0.52354E+03
    0.11231E+00    0.50344E+03
    0.11611E+00    0.48679E+03
    0.12005E+00    0.47230E+03
    0.12412E+00    0.45842E+03
    0.12833E+00    0.44358E+03
    0.13268E+00    0.42648E+03
    0.13717E+00    0.40640E+03
    0.14182E+00    0.38339E+03
    0.14663E+00    0.35834E+03
    0.15160E+00    0.33277E+03
    0.15674E+00    0.30845E+03
    0.16205E+00    0.28696E+03
    0.16754E+00    0.26925E+03
    0.17322E+00    0.25546E+03
    0.17909E+00    0.24480E+03
    0.18516E+00    0.23582E+03
    0.19144E+00    0.22677E+03
    0.19793E+00    0.21624E+03
    0.20464E+00    0.20366E+03
    0.21157E+00    0.18957E+03
    0.21874E+00    0.17536E+03
    0.22616E+00    0.16256E+03
    0.23382E+00    0.15211E+03
    0.24175E+00    0.14401E+03
    0.24994E+00    0.13732E+03
    0.25842E+00    0.13072E+03
    0.26718E+00    0.12327E+03
    0.27623E+00    0.11493E+03
    0.28559E+00    0.10654E+03
    0.29527E+00    0.99090E+02
    0.30528E+00    0.92992E+02
    0.31563E+00    0.87864E+02
    0.32633E+00    0.82912E+02
    0.33739E+00    0.77633E+02
    0.34883E+00    0.72201E+02
    0.36065E+00    0.67169E+02
    0.37287E+00    0.62846E+02
    0.38551E+00    0.59019E+02
    0.39858E+00    0.55284E+02
    0.41209E+00    0.51518E+02
    0.42606E+00    0.47946E+02
    0.44050E+00    0.44753E+02
    0.45543E+00    0.41846E+02
    0.47087E+00    0.39045E+02
    0.48683E+00    0.36344E+02
    0.50333E+00    0.33849E+02
    0.52039E+00    0.31564E+02
    0.53802E+00    0.29405E+02
    0.55626E+00    0.27358E+02
    0.57512E+00    0.25459E+02
    0.59461E+00    0.23696E+02
    0.61476E+00    0.22037E+02
    0.63560E+00    0.20486E+02
    0.65715E+00    0.19044E+02
    0.67942E+00    0.17697E+02
    0.70245E+00    0.16439E+02
    0.72626E+00    0.15267E+02
    0.75087E+00    0.14175E+02
    0.77633E+00    0.13157E+02
    0.80264E+00    0.12209E+02
    0.82984E+00    0.11326E+02
    0.85797E+00    0.10504E+02
    0.88705E+00    0.97388E+01
    0.91712E+00    0.90272E+01
    0.94821E+00    0.83657E+01
    0.98035E+00    0.77506E+01
    0.10136E+01    0.71791E+01
    0.10479E+01    0.66481E+01
    0.10834E+01    0.61549E+01
    0.11202E+01    0.56968E+01
    0.11581E+01    0.52717E+01
    0.11974E+01    0.48772E+01
    0.12380E+01    0.45112E+01
    0.12799E+01    0.41718E+01
    0.13233E+01    0.38571E+01
    0.13682E+01    0.35653E+01
    0.14146E+01    0.32949E+01
    0.14625E+01    0.30444E+01
    0.15121E+01    0.28124E+01
    0.15633E+01    0.25975E+01
    0.16163E+01    0.23986E+01
    0.16711E+01    0.22145E+01
    0.17277E+01    0.20441E+01
    0.17863E+01    0.18865E+01
    0.18469E+01    0.17406E+01
    0.19095E+01    0.16058E+01
    0.19742E+01    0.14812E+01
    0.20411E+01    0.13660E+01
    0.21103E+01    0.12595E+01
    0.21818E+01    0.11611E+01
    0.22558E+01    0.10702E+01
    0.23322E+01    0.98629E+00
    0.24113E+01    0.90879E+00
    0.24930E+01    0.83725E+00
    0.25775E+01    0.77121E+00
    0.26649E+01    0.71027E+00
    0.27552E+01    0.65404E+00
    0.28486E+01    0.60217E+00
    0.29451E+01    0.55433E+00
    0.30449E+01    0.51021E+00
    0.31482E+01    0.46953E+00
    0.32549E+01    0.43204E+00
    0.33652E+01    0.39748E+00
    0.34792E+01    0.36564E+00
    0.35972E+01    0.33629E+00
    0.37191E+01    0.30926E+00
    0.38452E+01    0.28437E+00
    0.39755E+01    0.26144E+00
    0.41102E+01    0.24033E+00
    0.42496E+01    0.22090E+00
    0.43936E+01    0.20301E+00
    0.45425E+01    0.18654E+00
    0.46965E+01    0.17139E+00
    0.48557E+01    0.15745E+00
    0.50203E+01    0.14463E+00
    0.51904E+01    0.13283E+00
    0.53664E+01    0.12198E+00
    0.55483E+01    0.11201E+00
    0.57363E+01    0.10284E+00
    0.59307E+01    0.94406E-01
    0.61318E+01    0.86656E-01
    0.63396E+01    0.79533E-01
    0.65545E+01    0.72988E-01
    0.67767E+01    0.66974E-01
    0.70063E+01    0.61449E-01
    0.72438E+01    0.56374E-01
    0.74894E+01    0.51713E-01
    0.77432E+01    0.47432E-01
    0.80057E+01    0.43501E-01
    0.82770E+01    0.39891E-01
    0.85576E+01    0.36578E-01
    0.88476E+01    0.33536E-01
    0.91475E+01    0.30745E-01
    0.94576E+01    0.28183E-01
    0.97781E+01    0.25832E-01
    0.10110E+02    0.23675E-01
    0.10452E+02    0.21695E-01
    0.10807E+02    0.19880E-01
    0.11173E+02    0.18215E-01
    0.11552E+02    0.16688E-01
    0.11943E+02    0.15287E-01
    0.12348E+02    0.14003E-01
    0.12766E+02    0.12826E-01
    0.13199E+02    0.11746E-01
    0.13647E+02    0.10757E-01
    0.14109E+02    0.98496E-02
    0.14587E+02    0.90183E-02
    0.15082E+02    0.82565E-02
    0.15593E+02    0.75584E-02
    0.16121E+02    0.69188E-02
    0.16668E+02    0.63328E-02
    0.17233E+02    0.57960E-02
    0.17817E+02    0.53043E-02
    0.18421E+02    0.48539E-02
    0.19045E+02    0.44414E-02
    0.19691E+02    0.40636E-02
    0.20358E+02    0.37177E-02
    0.21048E+02    0.34010E-02
    0.21762E+02    0.31110E-02
    0.22499E+02    0.28456E-02
    0.23262E+02    0.26026E-02
    0.24050E+02    0.23801E-02
    0.24866E+02    0.21766E-02
    0.25708E+02    0.19903E-02
    0.26580E+02    0.18198E-02
    0.27481E+02    0.16638E-02
    0.28412E+02    0.15211E-02
    0.29375E+02    0.13905E-02
    0.30371E+02    0.12710E-02
    0.31400E+02    0.11617E-02
    0.32465E+02    0.10618E-02
    0.33565E+02    0.97034E-03
    0.34703E+02    0.88672E-03
    0.35879E+02    0.81026E-03
    0.37095E+02    0.74034E-03
    0.38352E+02    0.67640E-03
    0.39652E+02    0.61795E-03
    0.40996E+02    0.56451E-03
    0.42386E+02    0.51565E-03
    0.43823E+02    0.47099E-03
    0.45308E+02    0.43017E-03
    0.46844E+02    0.39286E-03
    0.48432E+02    0.35876E-03
    0.50073E+02    0.32760E-03
