#           k/h    P           
    0.26856E-02    0.35358E+04
    0.27766E-02    0.36351E+04
    0.28707E-02    0.37366E+04
    0.29680E-02    0.38402E+04
    0.30687E-02    0.39459E+04
    0.31727E-02    0.40537E+04
    0.32802E-02    0.41636E+04
    0.33914E-02    0.42755E+04
    0.35063E-02    0.43894E+04
    0.36252E-02    0.45053E+04
    0.37481E-02    0.46232E+04
    0.38751E-02    0.47429E+04
    0.40064E-02    0.48646E+04
    0.41422E-02    0.49880E+04
    0.42826E-02    0.51131E+04
    0.44278E-02    0.52399E+04
    0.45779E-02    0.53683E+04
    0.47331E-02    0.54982E+04
    0.48935E-02    0.56295E+04
    0.50593E-02    0.57620E+04
    0.52308E-02    0.58958E+04
    0.54081E-02    0.60305E+04
    0.55914E-02    0.61662E+04
    0.57810E-02    0.63027E+04
    0.59769E-02    0.64397E+04
    0.61795E-02    0.65772E+04
    0.63890E-02    0.67149E+04
    0.66055E-02    0.68527E+04
    0.68294E-02    0.69903E+04
    0.70609E-02    0.71276E+04
    0.73002E-02    0.72643E+04
    0.75477E-02    0.74001E+04
    0.78035E-02    0.75348E+04
    0.80680E-02    0.76682E+04
    0.83415E-02    0.77998E+04
    0.86242E-02    0.79295E+04
    0.89165E-02    0.80569E+04
    0.92187E-02    0.81816E+04
    0.95312E-02    0.83034E+04
    0.98543E-02    0.84218E+04
    0.10188E-01    0.85365E+04
    0.10534E-01    0.86470E+04
    0.10891E-01    0.87531E+04
    0.11260E-01    0.88541E+04
    0.11641E-01    0.89498E+04
    0.12036E-01    0.90397E+04
    0.12444E-01    0.91232E+04
    0.12866E-01    0.92000E+04
    0.13302E-01    0.92695E+04
    0.13753E-01    0.93313E+04
    0.14219E-01    0.93850E+04
    0.14701E-01    0.94299E+04
    0.15199E-01    0.94657E+04
    0.15714E-01    0.94919E+04
    0.16247E-01    0.95080E+04
    0.16798E-01    0.95135E+04
    0.17367E-01    0.95082E+04
    0.17956E-01    0.94915E+04
    0.18564E-01    0.94632E+04
    0.19194E-01    0.94229E+04
    0.19844E-01    0.93705E+04
    0.20517E-01    0.93056E+04
    0.21212E-01    0.92283E+04
    0.21931E-01    0.91384E+04
    0.22674E-01    0.90360E+04
    0.23443E-01    0.89213E+04
    0.24238E-01    0.87945E+04
    0.25059E-01    0.86561E+04
    0.25909E-01    0.85064E+04
    0.26787E-01    0.83462E+04
    0.27695E-01    0.81762E+04
    0.28633E-01    0.79972E+04
    0.29604E-01    0.78103E+04
    0.30607E-01    0.76166E+04
    0.31645E-01    0.74174E+04
    0.32717E-01    0.72141E+04
    0.33826E-01    0.70080E+04
    0.34973E-01    0.68007E+04
    0.36158E-01    0.65938E+04
    0.37384E-01    0.63888E+04
    0.38651E-01    0.61873E+04
    0.39961E-01    0.59907E+04
    0.41316E-01    0.58004E+04
    0.42716E-01    0.56177E+04
    0.44164E-01    0.54437E+04
    0.45661E-01    0.52792E+04
    0.47208E-01    0.51248E+04
    0.48809E-01    0.49807E+04
    0.50463E-01    0.48470E+04
    0.52173E-01    0.47231E+04
    0.53942E-01    0.46082E+04
    0.55770E-01    0.45011E+04
    0.57660E-01    0.44001E+04
    0.59615E-01    0.43031E+04
    0.61635E-01    0.42078E+04
    0.63725E-01    0.41116E+04
    0.65885E-01    0.40119E+04
    0.68118E-01    0.39059E+04
    0.70427E-01    0.37915E+04
    0.72814E-01    0.36670E+04
    0.75282E-01    0.35313E+04
    0.77833E-01    0.33846E+04
    0.80472E-01    0.32279E+04
    0.83199E-01    0.30635E+04
    0.86019E-01    0.28949E+04
    0.88935E-01    0.27261E+04
    0.91949E-01    0.25618E+04
    0.95066E-01    0.24064E+04
    0.98288E-01    0.22641E+04
    0.10162E+00    0.21378E+04
    0.10506E+00    0.20293E+04
    0.10863E+00    0.19387E+04
    0.11231E+00    0.18642E+04
    0.11611E+00    0.18025E+04
    0.12005E+00    0.17489E+04
    0.12412E+00    0.16975E+04
    0.12833E+00    0.16425E+04
    0.13268E+00    0.15792E+04
    0.13717E+00    0.15049E+04
    0.14182E+00    0.14197E+04
    0.14663E+00    0.13269E+04
    0.15160E+00    0.12322E+04
    0.15674E+00    0.11422E+04
    0.16205E+00    0.10626E+04
    0.16754E+00    0.99703E+03
    0.17322E+00    0.94595E+03
    0.17909E+00    0.90649E+03
    0.18516E+00    0.87323E+03
    0.19144E+00    0.83973E+03
    0.19793E+00    0.80071E+03
    0.20464E+00    0.75412E+03
    0.21157E+00    0.70198E+03
    0.21874E+00    0.64936E+03
    0.22616E+00    0.60194E+03
    0.23382E+00    0.56327E+03
    0.24175E+00    0.53327E+03
    0.24994E+00    0.50850E+03
    0.25842E+00    0.48405E+03
    0.26718E+00    0.45644E+03
    0.27623E+00    0.42559E+03
    0.28559E+00    0.39452E+03
    0.29527E+00    0.36692E+03
    0.30528E+00    0.34434E+03
    0.31563E+00    0.32535E+03
    0.32633E+00    0.30702E+03
    0.33739E+00    0.28747E+03
    0.34883E+00    0.26736E+03
    0.36065E+00    0.24872E+03
    0.37287E+00    0.23271E+03
    0.38551E+00    0.21855E+03
    0.39858E+00    0.20471E+03
    0.41209E+00    0.19077E+03
    0.42606E+00    0.17754E+03
    0.44050E+00    0.16572E+03
    0.45543E+00    0.15495E+03
    0.47087E+00    0.14458E+03
    0.48683E+00    0.13458E+03
    0.50333E+00    0.12534E+03
    0.52039E+00    0.11688E+03
    0.53802E+00    0.10889E+03
    0.55626E+00    0.10130E+03
    0.57512E+00    0.94272E+02
    0.59461E+00    0.87744E+02
    0.61476E+00    0.81602E+02
    0.63560E+00    0.75858E+02
    0.65715E+00    0.70520E+02
    0.67942E+00    0.65532E+02
    0.70245E+00    0.60872E+02
    0.72626E+00    0.56535E+02
    0.75087E+00    0.52489E+02
    0.77633E+00    0.48719E+02
    0.80264E+00    0.45209E+02
    0.82984E+00    0.41938E+02
    0.85797E+00    0.38895E+02
    0.88705E+00    0.36062E+02
    0.91712E+00    0.33427E+02
    0.94821E+00    0.30978E+02
    0.98035E+00    0.28700E+02
    0.10136E+01    0.26584E+02
    0.10479E+01    0.24617E+02
    0.10834E+01    0.22791E+02
    0.11202E+01    0.21095E+02
    0.11581E+01    0.19521E+02
    0.11974E+01    0.18060E+02
    0.12380E+01    0.16705E+02
    0.12799E+01    0.15448E+02
    0.13233E+01    0.14282E+02
    0.13682E+01    0.13202E+02
    0.14146E+01    0.12201E+02
    0.14625E+01    0.11273E+02
    0.15121E+01    0.10414E+02
    0.15633E+01    0.96185E+01
    0.16163E+01    0.88818E+01
    0.16711E+01    0.82000E+01
    0.17277E+01    0.75691E+01
    0.17863E+01    0.69854E+01
    0.18469E+01    0.64455E+01
    0.19095E+01    0.59462E+01
    0.19742E+01    0.54847E+01
    0.20411E+01    0.50580E+01
    0.21103E+01    0.46638E+01
    0.21818E+01    0.42995E+01
    0.22558E+01    0.39630E+01
    0.23322E+01    0.36522E+01
    0.24113E+01    0.33652E+01
    0.24930E+01    0.31003E+01
    0.25775E+01    0.28557E+01
    0.26649E+01    0.26301E+01
    0.27552E+01    0.24219E+01
    0.28486E+01    0.22298E+01
    0.29451E+01    0.20526E+01
    0.30449E+01    0.18893E+01
    0.31482E+01    0.17387E+01
    0.32549E+01    0.15998E+01
    0.33652E+01    0.14718E+01
    0.34792E+01    0.13539E+01
    0.35972E+01    0.12453E+01
    0.37191E+01    0.11452E+01
    0.38452E+01    0.10530E+01
    0.39755E+01    0.96810E+00
    0.41102E+01    0.88992E+00
    0.42496E+01    0.81796E+00
    0.43936E+01    0.75171E+00
    0.45425E+01    0.69075E+00
    0.46965E+01    0.63465E+00
    0.48557E+01    0.58303E+00
    0.50203E+01    0.53554E+00
    0.51904E+01    0.49187E+00
    0.53664E+01    0.45170E+00
    0.55483E+01    0.41476E+00
    0.57363E+01    0.38080E+00
    0.59307E+01    0.34958E+00
    0.61318E+01    0.32088E+00
    0.63396E+01    0.29451E+00
    0.65545E+01    0.27027E+00
    0.67767E+01    0.24800E+00
    0.70063E+01    0.22754E+00
    0.72438E+01    0.20875E+00
    0.74894E+01    0.19149E+00
    0.77432E+01    0.17564E+00
    0.80057E+01    0.16108E+00
    0.82770E+01    0.14771E+00
    0.85576E+01    0.13544E+00
    0.88476E+01    0.12418E+00
    0.91475E+01    0.11384E+00
    0.94576E+01    0.10436E+00
    0.97781E+01    0.95652E-01
    0.10110E+02    0.87665E-01
    0.10452E+02    0.80337E-01
    0.10807E+02    0.73614E-01
    0.11173E+02    0.67448E-01
    0.11552E+02    0.61793E-01
    0.11943E+02    0.56607E-01
    0.12348E+02    0.51852E-01
    0.12766E+02    0.47492E-01
    0.13199E+02    0.43495E-01
    0.13647E+02    0.39831E-01
    0.14109E+02    0.36472E-01
    0.14587E+02    0.33394E-01
    0.15082E+02    0.30573E-01
    0.15593E+02    0.27988E-01
    0.16121E+02    0.25620E-01
    0.16668E+02    0.23450E-01
    0.17233E+02    0.21462E-01
    0.17817E+02    0.19641E-01
    0.18421E+02    0.17973E-01
    0.19045E+02    0.16446E-01
    0.19691E+02    0.15047E-01
    0.20358E+02    0.13766E-01
    0.21048E+02    0.12593E-01
    0.21762E+02    0.11520E-01
    0.22499E+02    0.10537E-01
    0.23262E+02    0.96370E-02
    0.24050E+02    0.88134E-02
    0.24866E+02    0.80596E-02
    0.25708E+02    0.73697E-02
    0.26580E+02    0.67384E-02
    0.27481E+02    0.61608E-02
    0.28412E+02    0.56322E-02
    0.29375E+02    0.51487E-02
    0.30371E+02    0.47063E-02
    0.31400E+02    0.43017E-02
    0.32465E+02    0.39315E-02
    0.33565E+02    0.35930E-02
    0.34703E+02    0.32834E-02
    0.35879E+02    0.30002E-02
    0.37095E+02    0.27413E-02
    0.38352E+02    0.25046E-02
    0.39652E+02    0.22881E-02
    0.40996E+02    0.20902E-02
    0.42386E+02    0.19093E-02
    0.43823E+02    0.17440E-02
    0.45308E+02    0.15928E-02
    0.46844E+02    0.14546E-02
    0.48432E+02    0.13284E-02
    0.50073E+02    0.12130E-02
