#           k/h    P           
    0.50724E-03    0.30480E+00
    0.52444E-03    0.31471E+00
    0.54221E-03    0.32493E+00
    0.56059E-03    0.33549E+00
    0.57959E-03    0.34639E+00
    0.59924E-03    0.35763E+00
    0.61955E-03    0.36924E+00
    0.64055E-03    0.38123E+00
    0.66226E-03    0.39359E+00
    0.68471E-03    0.40636E+00
    0.70792E-03    0.41954E+00
    0.73191E-03    0.43314E+00
    0.75672E-03    0.44717E+00
    0.78237E-03    0.46166E+00
    0.80889E-03    0.47660E+00
    0.83631E-03    0.49203E+00
    0.86465E-03    0.50795E+00
    0.89396E-03    0.52437E+00
    0.92426E-03    0.54132E+00
    0.95559E-03    0.55880E+00
    0.98798E-03    0.57684E+00
    0.10215E-02    0.59544E+00
    0.10561E-02    0.61464E+00
    0.10919E-02    0.63443E+00
    0.11289E-02    0.65485E+00
    0.11672E-02    0.67591E+00
    0.12067E-02    0.69763E+00
    0.12476E-02    0.72002E+00
    0.12899E-02    0.74311E+00
    0.13336E-02    0.76691E+00
    0.13788E-02    0.79145E+00
    0.14256E-02    0.81674E+00
    0.14739E-02    0.84280E+00
    0.15238E-02    0.86966E+00
    0.15755E-02    0.89733E+00
    0.16289E-02    0.92583E+00
    0.16841E-02    0.95519E+00
    0.17412E-02    0.98542E+00
    0.18002E-02    0.10165E+01
    0.18612E-02    0.10486E+01
    0.19243E-02    0.10816E+01
    0.19895E-02    0.11155E+01
    0.20570E-02    0.11504E+01
    0.21267E-02    0.11863E+01
    0.21988E-02    0.12232E+01
    0.22733E-02    0.12612E+01
    0.23504E-02    0.13001E+01
    0.24300E-02    0.13402E+01
    0.25124E-02    0.13813E+01
    0.25976E-02    0.14235E+01
    0.26856E-02    0.14669E+01
    0.27766E-02    0.15113E+01
    0.28707E-02    0.15568E+01
    0.29680E-02    0.16035E+01
    0.30687E-02    0.16513E+01
    0.31727E-02    0.17003E+01
    0.32802E-02    0.17504E+01
    0.33914E-02    0.18016E+01
    0.35063E-02    0.18539E+01
    0.36252E-02    0.19073E+01
    0.37481E-02    0.19619E+01
    0.38751E-02    0.20175E+01
    0.40064E-02    0.20741E+01
    0.41422E-02    0.21318E+01
    0.42826E-02    0.21905E+01
    0.44278E-02    0.22501E+01
    0.45779E-02    0.23106E+01
    0.47331E-02    0.23720E+01
    0.48935E-02    0.24342E+01
    0.50593E-02    0.24971E+01
    0.52308E-02    0.25607E+01
    0.54081E-02    0.26249E+01
    0.55914E-02    0.26896E+01
    0.57810E-02    0.27548E+01
    0.59769E-02    0.28203E+01
    0.61795E-02    0.28861E+01
    0.63890E-02    0.29519E+01
    0.66055E-02    0.30179E+01
    0.68294E-02    0.30837E+01
    0.70609E-02    0.31493E+01
    0.73002E-02    0.32146E+01
    0.75477E-02    0.32795E+01
    0.78035E-02    0.33437E+01
    0.80680E-02    0.34073E+01
    0.83415E-02    0.34700E+01
    0.86242E-02    0.35316E+01
    0.89165E-02    0.35922E+01
    0.92187E-02    0.36514E+01
    0.95312E-02    0.37091E+01
    0.98543E-02    0.37653E+01
    0.10188E-01    0.38196E+01
    0.10534E-01    0.38720E+01
    0.10891E-01    0.39223E+01
    0.11260E-01    0.39703E+01
    0.11641E-01    0.40158E+01
    0.12036E-01    0.40586E+01
    0.12444E-01    0.40985E+01
    0.12866E-01    0.41353E+01
    0.13302E-01    0.41688E+01
    0.13753E-01    0.41987E+01
    0.14219E-01    0.42249E+01
    0.14701E-01    0.42471E+01
    0.15199E-01    0.42650E+01
    0.15714E-01    0.42786E+01
    0.16247E-01    0.42875E+01
    0.16798E-01    0.42916E+01
    0.17367E-01    0.42906E+01
    0.17956E-01    0.42845E+01
    0.18564E-01    0.42730E+01
    0.19194E-01    0.42561E+01
    0.19844E-01    0.42335E+01
    0.20517E-01    0.42054E+01
    0.21212E-01    0.41715E+01
    0.21931E-01    0.41318E+01
    0.22674E-01    0.40865E+01
    0.23443E-01    0.40355E+01
    0.24238E-01    0.39790E+01
    0.25059E-01    0.39171E+01
    0.25909E-01    0.38501E+01
    0.26787E-01    0.37783E+01
    0.27695E-01    0.37020E+01
    0.28633E-01    0.36215E+01
    0.29604E-01    0.35374E+01
    0.30607E-01    0.34503E+01
    0.31645E-01    0.33605E+01
    0.32717E-01    0.32688E+01
    0.33826E-01    0.31759E+01
    0.34973E-01    0.30823E+01
    0.36158E-01    0.29889E+01
    0.37384E-01    0.28963E+01
    0.38651E-01    0.28052E+01
    0.39961E-01    0.27164E+01
    0.41316E-01    0.26303E+01
    0.42716E-01    0.25477E+01
    0.44164E-01    0.24689E+01
    0.45661E-01    0.23944E+01
    0.47208E-01    0.23245E+01
    0.48809E-01    0.22592E+01
    0.50463E-01    0.21986E+01
    0.52173E-01    0.21425E+01
    0.53942E-01    0.20904E+01
    0.55770E-01    0.20418E+01
    0.57660E-01    0.19959E+01
    0.59615E-01    0.19519E+01
    0.61635E-01    0.19087E+01
    0.63725E-01    0.18651E+01
    0.65885E-01    0.18198E+01
    0.68118E-01    0.17718E+01
    0.70427E-01    0.17200E+01
    0.72814E-01    0.16635E+01
    0.75282E-01    0.16020E+01
    0.77833E-01    0.15355E+01
    0.80472E-01    0.14645E+01
    0.83199E-01    0.13901E+01
    0.86019E-01    0.13137E+01
    0.88935E-01    0.12372E+01
    0.91949E-01    0.11627E+01
    0.95066E-01    0.10923E+01
    0.98288E-01    0.10277E+01
    0.10162E+00    0.97042E+00
    0.10506E+00    0.92116E+00
    0.10863E+00    0.87998E+00
    0.11231E+00    0.84614E+00
    0.11611E+00    0.81810E+00
    0.12005E+00    0.79369E+00
    0.12412E+00    0.77032E+00
    0.12833E+00    0.74535E+00
    0.13268E+00    0.71661E+00
    0.13717E+00    0.68289E+00
    0.14182E+00    0.64427E+00
    0.14663E+00    0.60223E+00
    0.15160E+00    0.55931E+00
    0.15674E+00    0.51848E+00
    0.16205E+00    0.48237E+00
    0.16754E+00    0.45261E+00
    0.17322E+00    0.42940E+00
    0.17909E+00    0.41146E+00
    0.18516E+00    0.39633E+00
    0.19144E+00    0.38111E+00
    0.19793E+00    0.36340E+00
    0.20464E+00    0.34227E+00
    0.21157E+00    0.31862E+00
    0.21874E+00    0.29476E+00
    0.22616E+00    0.27325E+00
    0.23382E+00    0.25569E+00
    0.24175E+00    0.24207E+00
    0.24994E+00    0.23081E+00
    0.25842E+00    0.21970E+00
    0.26718E+00    0.20717E+00
    0.27623E+00    0.19318E+00
    0.28559E+00    0.17909E+00
    0.29527E+00    0.16656E+00
    0.30528E+00    0.15631E+00
    0.31563E+00    0.14768E+00
    0.32633E+00    0.13936E+00
    0.33739E+00    0.13049E+00
    0.34883E+00    0.12136E+00
    0.36065E+00    0.11290E+00
    0.37287E+00    0.10564E+00
    0.38551E+00    0.99202E-01
    0.39858E+00    0.92923E-01
    0.41209E+00    0.86595E-01
    0.42606E+00    0.80591E-01
    0.44050E+00    0.75224E-01
    0.45543E+00    0.70338E-01
    0.47087E+00    0.65629E-01
    0.48683E+00    0.61089E-01
    0.50333E+00    0.56897E-01
    0.52039E+00    0.53055E-01
    0.53802E+00    0.49427E-01
    0.55626E+00    0.45985E-01
    0.57512E+00    0.42793E-01
    0.59461E+00    0.39830E-01
    0.61476E+00    0.37042E-01
    0.63560E+00    0.34434E-01
    0.65715E+00    0.32012E-01
    0.67942E+00    0.29747E-01
    0.70245E+00    0.27632E-01
    0.72626E+00    0.25663E-01
    0.75087E+00    0.23827E-01
    0.77633E+00    0.22115E-01
    0.80264E+00    0.20522E-01
    0.82984E+00    0.19037E-01
    0.85797E+00    0.17656E-01
    0.88705E+00    0.16370E-01
    0.91712E+00    0.15174E-01
    0.94821E+00    0.14062E-01
    0.98035E+00    0.13028E-01
    0.10136E+01    0.12067E-01
    0.10479E+01    0.11175E-01
    0.10834E+01    0.10346E-01
    0.11202E+01    0.95759E-02
    0.11581E+01    0.88613E-02
    0.11974E+01    0.81981E-02
    0.12380E+01    0.75830E-02
    0.12799E+01    0.70125E-02
    0.13233E+01    0.64834E-02
    0.13682E+01    0.59929E-02
    0.14146E+01    0.55385E-02
    0.14625E+01    0.51174E-02
    0.15121E+01    0.47274E-02
    0.15633E+01    0.43662E-02
    0.16163E+01    0.40318E-02
    0.16711E+01    0.37223E-02
    0.17277E+01    0.34359E-02
    0.17863E+01    0.31710E-02
    0.18469E+01    0.29259E-02
    0.19095E+01    0.26993E-02
    0.19742E+01    0.24897E-02
    0.20411E+01    0.22961E-02
    0.21103E+01    0.21171E-02
    0.21818E+01    0.19517E-02
    0.22558E+01    0.17990E-02
    0.23322E+01    0.16579E-02
    0.24113E+01    0.15276E-02
    0.24930E+01    0.14074E-02
    0.25775E+01    0.12963E-02
    0.26649E+01    0.11939E-02
    0.27552E+01    0.10994E-02
    0.28486E+01    0.10122E-02
    0.29451E+01    0.93179E-03
    0.30449E+01    0.85763E-03
    0.31482E+01    0.78926E-03
    0.32549E+01    0.72623E-03
    0.33652E+01    0.66814E-03
    0.34792E+01    0.61461E-03
    0.35972E+01    0.56529E-03
    0.37191E+01    0.51985E-03
    0.38452E+01    0.47801E-03
    0.39755E+01    0.43947E-03
    0.41102E+01    0.40398E-03
    0.42496E+01    0.37131E-03
    0.43936E+01    0.34124E-03
    0.45425E+01    0.31357E-03
    0.46965E+01    0.28810E-03
    0.48557E+01    0.26467E-03
    0.50203E+01    0.24311E-03
    0.51904E+01    0.22329E-03
    0.53664E+01    0.20505E-03
    0.55483E+01    0.18828E-03
    0.57363E+01    0.17287E-03
    0.59307E+01    0.15869E-03
    0.61318E+01    0.14567E-03
    0.63396E+01    0.13369E-03
    0.65545E+01    0.12269E-03
    0.67767E+01    0.11258E-03
    0.70063E+01    0.10330E-03
    0.72438E+01    0.94765E-04
    0.74894E+01    0.86930E-04
    0.77432E+01    0.79734E-04
    0.80057E+01    0.73126E-04
    0.82770E+01    0.67058E-04
    0.85576E+01    0.61489E-04
    0.88476E+01    0.56376E-04
    0.91475E+01    0.51683E-04
    0.94576E+01    0.47377E-04
    0.97781E+01    0.43425E-04
    0.10110E+02    0.39799E-04
    0.10452E+02    0.36472E-04
    0.10807E+02    0.33420E-04
    0.11173E+02    0.30621E-04
    0.11552E+02    0.28054E-04
    0.11943E+02    0.25700E-04
    0.12348E+02    0.23541E-04
    0.12766E+02    0.21562E-04
    0.13199E+02    0.19747E-04
    0.13647E+02    0.18084E-04
    0.14109E+02    0.16559E-04
    0.14587E+02    0.15162E-04
    0.15082E+02    0.13881E-04
    0.15593E+02    0.12708E-04
    0.16121E+02    0.11633E-04
    0.16668E+02    0.10648E-04
    0.17233E+02    0.97451E-05
    0.17817E+02    0.89185E-05
    0.18421E+02    0.81614E-05
    0.19045E+02    0.74679E-05
    0.19691E+02    0.68329E-05
    0.20358E+02    0.62514E-05
    0.21048E+02    0.57190E-05
    0.21762E+02    0.52315E-05
    0.22499E+02    0.47853E-05
    0.23262E+02    0.43767E-05
    0.24050E+02    0.40028E-05
    0.24866E+02    0.36606E-05
    0.25708E+02    0.33474E-05
    0.26580E+02    0.30608E-05
    0.27481E+02    0.27985E-05
    0.28412E+02    0.25585E-05
    0.29375E+02    0.23390E-05
    0.30371E+02    0.21381E-05
    0.31400E+02    0.19544E-05
    0.32465E+02    0.17863E-05
    0.33565E+02    0.16326E-05
    0.34703E+02    0.14920E-05
    0.35879E+02    0.13635E-05
    0.37095E+02    0.12459E-05
    0.38352E+02    0.11384E-05
    0.39652E+02    0.10401E-05
    0.40996E+02    0.95025E-06
    0.42386E+02    0.86809E-06
    0.43823E+02    0.79299E-06
    0.45308E+02    0.72434E-06
    0.46844E+02    0.66160E-06
    0.48432E+02    0.60425E-06
    0.50073E+02    0.55184E-06
