#           k/h    P           
    0.35126E-03    0.14886E+04
    0.36317E-03    0.15368E+04
    0.37548E-03    0.15866E+04
    0.38821E-03    0.16380E+04
    0.40136E-03    0.16910E+04
    0.41497E-03    0.17458E+04
    0.42903E-03    0.18022E+04
    0.44358E-03    0.18605E+04
    0.45861E-03    0.19206E+04
    0.47416E-03    0.19826E+04
    0.49023E-03    0.20466E+04
    0.50684E-03    0.21126E+04
    0.52402E-03    0.21807E+04
    0.54179E-03    0.22509E+04
    0.56015E-03    0.23234E+04
    0.57914E-03    0.23981E+04
    0.59877E-03    0.24752E+04
    0.61906E-03    0.25547E+04
    0.64004E-03    0.26366E+04
    0.66174E-03    0.27211E+04
    0.68417E-03    0.28083E+04
    0.70736E-03    0.28981E+04
    0.73133E-03    0.29907E+04
    0.75612E-03    0.30861E+04
    0.78175E-03    0.31845E+04
    0.80825E-03    0.32859E+04
    0.83564E-03    0.33903E+04
    0.86397E-03    0.34979E+04
    0.89325E-03    0.36088E+04
    0.92353E-03    0.37230E+04
    0.95483E-03    0.38406E+04
    0.98720E-03    0.39617E+04
    0.10207E-02    0.40864E+04
    0.10553E-02    0.42148E+04
    0.10910E-02    0.43469E+04
    0.11280E-02    0.44829E+04
    0.11662E-02    0.46228E+04
    0.12058E-02    0.47667E+04
    0.12466E-02    0.49147E+04
    0.12889E-02    0.50670E+04
    0.13326E-02    0.52235E+04
    0.13777E-02    0.53843E+04
    0.14244E-02    0.55496E+04
    0.14727E-02    0.57195E+04
    0.15226E-02    0.58939E+04
    0.15743E-02    0.60730E+04
    0.16276E-02    0.62569E+04
    0.16828E-02    0.64456E+04
    0.17398E-02    0.66392E+04
    0.17988E-02    0.68378E+04
    0.18598E-02    0.70416E+04
    0.19228E-02    0.72503E+04
    0.19880E-02    0.74642E+04
    0.20554E-02    0.76832E+04
    0.21250E-02    0.79075E+04
    0.21970E-02    0.81371E+04
    0.22715E-02    0.83720E+04
    0.23485E-02    0.86121E+04
    0.24281E-02    0.88577E+04
    0.25104E-02    0.91086E+04
    0.25955E-02    0.93649E+04
    0.26835E-02    0.96266E+04
    0.27744E-02    0.98936E+04
    0.28685E-02    0.10166E+05
    0.29657E-02    0.10444E+05
    0.30662E-02    0.10726E+05
    0.31702E-02    0.11015E+05
    0.32776E-02    0.11308E+05
    0.33887E-02    0.11606E+05
    0.35036E-02    0.11909E+05
    0.36223E-02    0.12217E+05
    0.37451E-02    0.12530E+05
    0.38720E-02    0.12848E+05
    0.40033E-02    0.13169E+05
    0.41390E-02    0.13495E+05
    0.42793E-02    0.13825E+05
    0.44243E-02    0.14159E+05
    0.45743E-02    0.14497E+05
    0.47293E-02    0.14838E+05
    0.48896E-02    0.15182E+05
    0.50554E-02    0.15528E+05
    0.52267E-02    0.15877E+05
    0.54039E-02    0.16229E+05
    0.55870E-02    0.16581E+05
    0.57764E-02    0.16936E+05
    0.59722E-02    0.17291E+05
    0.61746E-02    0.17646E+05
    0.63839E-02    0.18002E+05
    0.66003E-02    0.18356E+05
    0.68240E-02    0.18710E+05
    0.70553E-02    0.19062E+05
    0.72945E-02    0.19411E+05
    0.75417E-02    0.19758E+05
    0.77973E-02    0.20101E+05
    0.80616E-02    0.20439E+05
    0.83349E-02    0.20772E+05
    0.86174E-02    0.21099E+05
    0.89095E-02    0.21419E+05
    0.92115E-02    0.21731E+05
    0.95237E-02    0.22035E+05
    0.98465E-02    0.22329E+05
    0.10180E-01    0.22613E+05
    0.10525E-01    0.22885E+05
    0.10882E-01    0.23145E+05
    0.11251E-01    0.23391E+05
    0.11632E-01    0.23622E+05
    0.12027E-01    0.23838E+05
    0.12434E-01    0.24036E+05
    0.12856E-01    0.24216E+05
    0.13291E-01    0.24376E+05
    0.13742E-01    0.24516E+05
    0.14208E-01    0.24634E+05
    0.14689E-01    0.24729E+05
    0.15187E-01    0.24800E+05
    0.15702E-01    0.24845E+05
    0.16234E-01    0.24864E+05
    0.16784E-01    0.24856E+05
    0.17353E-01    0.24818E+05
    0.17941E-01    0.24751E+05
    0.18550E-01    0.24654E+05
    0.19178E-01    0.24526E+05
    0.19828E-01    0.24366E+05
    0.20500E-01    0.24174E+05
    0.21195E-01    0.23950E+05
    0.21914E-01    0.23694E+05
    0.22657E-01    0.23406E+05
    0.23424E-01    0.23087E+05
    0.24218E-01    0.22736E+05
    0.25039E-01    0.22357E+05
    0.25888E-01    0.21949E+05
    0.26766E-01    0.21514E+05
    0.27673E-01    0.21055E+05
    0.28611E-01    0.20574E+05
    0.29580E-01    0.20073E+05
    0.30583E-01    0.19556E+05
    0.31620E-01    0.19026E+05
    0.32691E-01    0.18487E+05
    0.33800E-01    0.17942E+05
    0.34945E-01    0.17395E+05
    0.36130E-01    0.16850E+05
    0.37354E-01    0.16312E+05
    0.38620E-01    0.15784E+05
    0.39929E-01    0.15270E+05
    0.41283E-01    0.14774E+05
    0.42682E-01    0.14298E+05
    0.44129E-01    0.13846E+05
    0.45625E-01    0.13420E+05
    0.47171E-01    0.13020E+05
    0.48770E-01    0.12648E+05
    0.50423E-01    0.12303E+05
    0.52132E-01    0.11984E+05
    0.53899E-01    0.11689E+05
    0.55726E-01    0.11414E+05
    0.57615E-01    0.11155E+05
    0.59568E-01    0.10906E+05
    0.61587E-01    0.10662E+05
    0.63674E-01    0.10415E+05
    0.65833E-01    0.10159E+05
    0.68064E-01    0.98866E+04
    0.70371E-01    0.95923E+04
    0.72756E-01    0.92718E+04
    0.75222E-01    0.89227E+04
    0.77772E-01    0.85452E+04
    0.80408E-01    0.81427E+04
    0.83134E-01    0.77211E+04
    0.85951E-01    0.72893E+04
    0.88865E-01    0.68581E+04
    0.91877E-01    0.64393E+04
    0.94991E-01    0.60444E+04
    0.98211E-01    0.56838E+04
    0.10154E+00    0.53650E+04
    0.10498E+00    0.50922E+04
    0.10854E+00    0.48651E+04
    0.11222E+00    0.46794E+04
    0.11602E+00    0.45259E+04
    0.11995E+00    0.43921E+04
    0.12402E+00    0.42631E+04
    0.12822E+00    0.41242E+04
    0.13257E+00    0.39631E+04
    0.13706E+00    0.37735E+04
    0.14171E+00    0.35563E+04
    0.14651E+00    0.33204E+04
    0.15148E+00    0.30805E+04
    0.15661E+00    0.28535E+04
    0.16192E+00    0.26540E+04
    0.16741E+00    0.24907E+04
    0.17308E+00    0.23643E+04
    0.17895E+00    0.22669E+04
    0.18502E+00    0.21844E+04
    0.19129E+00    0.21002E+04
    0.19777E+00    0.20013E+04
    0.20448E+00    0.18830E+04
    0.21141E+00    0.17510E+04
    0.21857E+00    0.16185E+04
    0.22598E+00    0.15001E+04
    0.23364E+00    0.14043E+04
    0.24156E+00    0.13302E+04
    0.24975E+00    0.12688E+04
    0.25821E+00    0.12074E+04
    0.26696E+00    0.11377E+04
    0.27601E+00    0.10598E+04
    0.28537E+00    0.98198E+03
    0.29504E+00    0.91337E+03
    0.30504E+00    0.85749E+03
    0.31538E+00    0.81036E+03
    0.32607E+00    0.76445E+03
    0.33712E+00    0.71529E+03
    0.34855E+00    0.66491E+03
    0.36036E+00    0.61857E+03
    0.37258E+00    0.57886E+03
    0.38521E+00    0.54362E+03
    0.39826E+00    0.50901E+03
    0.41176E+00    0.47414E+03
    0.42572E+00    0.44122E+03
    0.44015E+00    0.41186E+03
    0.45507E+00    0.38507E+03
    0.47049E+00    0.35918E+03
    0.48644E+00    0.33426E+03
    0.50293E+00    0.31131E+03
    0.51998E+00    0.29027E+03
    0.53760E+00    0.27036E+03
    0.55582E+00    0.25150E+03
    0.57466E+00    0.23401E+03
    0.59414E+00    0.21778E+03
    0.61428E+00    0.20251E+03
    0.63510E+00    0.18823E+03
    0.65663E+00    0.17496E+03
    0.67888E+00    0.16257E+03
    0.70189E+00    0.15099E+03
    0.72568E+00    0.14022E+03
    0.75028E+00    0.13017E+03
    0.77571E+00    0.12080E+03
    0.80201E+00    0.11209E+03
    0.82919E+00    0.10397E+03
    0.85729E+00    0.96412E+02
    0.88635E+00    0.89381E+02
    0.91640E+00    0.82843E+02
    0.94746E+00    0.76763E+02
    0.97957E+00    0.71113E+02
    0.10128E+01    0.65862E+02
    0.10471E+01    0.60985E+02
    0.10826E+01    0.56456E+02
    0.11193E+01    0.52249E+02
    0.11572E+01    0.48346E+02
    0.11965E+01    0.44724E+02
    0.12370E+01    0.41364E+02
    0.12789E+01    0.38249E+02
    0.13223E+01    0.35360E+02
    0.13671E+01    0.32683E+02
    0.14134E+01    0.30201E+02
    0.14613E+01    0.27903E+02
    0.15109E+01    0.25775E+02
    0.15621E+01    0.23804E+02
    0.16150E+01    0.21979E+02
    0.16698E+01    0.20290E+02
    0.17264E+01    0.18728E+02
    0.17849E+01    0.17282E+02
    0.18454E+01    0.15945E+02
    0.19079E+01    0.14709E+02
    0.19726E+01    0.13567E+02
    0.20395E+01    0.12510E+02
    0.21086E+01    0.11534E+02
    0.21801E+01    0.10633E+02
    0.22540E+01    0.97999E+01
    0.23304E+01    0.90308E+01
    0.24094E+01    0.83206E+01
    0.24910E+01    0.76651E+01
    0.25755E+01    0.70601E+01
    0.26628E+01    0.65018E+01
    0.27530E+01    0.59867E+01
    0.28463E+01    0.55116E+01
    0.29428E+01    0.50734E+01
    0.30425E+01    0.46694E+01
    0.31457E+01    0.42969E+01
    0.32523E+01    0.39535E+01
    0.33625E+01    0.36371E+01
    0.34765E+01    0.33455E+01
    0.35943E+01    0.30769E+01
    0.37162E+01    0.28294E+01
    0.38421E+01    0.26015E+01
    0.39724E+01    0.23916E+01
    0.41070E+01    0.21984E+01
    0.42462E+01    0.20205E+01
    0.43901E+01    0.18568E+01
    0.45389E+01    0.17061E+01
    0.46928E+01    0.15675E+01
    0.48518E+01    0.14399E+01
    0.50163E+01    0.13226E+01
    0.51863E+01    0.12147E+01
    0.53621E+01    0.11154E+01
    0.55439E+01    0.10242E+01
    0.57318E+01    0.94027E+00
    0.59261E+01    0.86314E+00
    0.61269E+01    0.79225E+00
    0.63346E+01    0.72710E+00
    0.65493E+01    0.66724E+00
    0.67713E+01    0.61224E+00
    0.70008E+01    0.56171E+00
    0.72381E+01    0.51529E+00
    0.74834E+01    0.47267E+00
    0.77371E+01    0.43352E+00
    0.79994E+01    0.39758E+00
    0.82705E+01    0.36457E+00
    0.85508E+01    0.33428E+00
    0.88406E+01    0.30647E+00
    0.91403E+01    0.28095E+00
    0.94501E+01    0.25753E+00
    0.97704E+01    0.23604E+00
    0.10102E+02    0.21632E+00
    0.10444E+02    0.19823E+00
    0.10798E+02    0.18164E+00
    0.11164E+02    0.16642E+00
    0.11542E+02    0.15246E+00
    0.11934E+02    0.13966E+00
    0.12338E+02    0.12792E+00
    0.12756E+02    0.11716E+00
    0.13189E+02    0.10730E+00
    0.13636E+02    0.98255E-01
    0.14098E+02    0.89967E-01
    0.14576E+02    0.82371E-01
    0.15070E+02    0.75411E-01
    0.15581E+02    0.69033E-01
    0.16109E+02    0.63189E-01
    0.16655E+02    0.57836E-01
    0.17219E+02    0.52931E-01
    0.17803E+02    0.48439E-01
    0.18406E+02    0.44325E-01
    0.19030E+02    0.40557E-01
    0.19675E+02    0.37106E-01
    0.20342E+02    0.33947E-01
    0.21032E+02    0.31054E-01
    0.21744E+02    0.28405E-01
    0.22482E+02    0.25981E-01
    0.23244E+02    0.23761E-01
    0.24031E+02    0.21730E-01
    0.24846E+02    0.19871E-01
    0.25688E+02    0.18170E-01
    0.26559E+02    0.16613E-01
    0.27459E+02    0.15188E-01
    0.28390E+02    0.13885E-01
    0.29352E+02    0.12692E-01
    0.30347E+02    0.11602E-01
    0.31375E+02    0.10604E-01
    0.32439E+02    0.96912E-02
    0.33538E+02    0.88564E-02
    0.34675E+02    0.80931E-02
    0.35851E+02    0.73950E-02
    0.37066E+02    0.67566E-02
    0.38322E+02    0.61730E-02
    0.39621E+02    0.56393E-02
    0.40964E+02    0.51515E-02
    0.42352E+02    0.47055E-02
    0.43788E+02    0.42978E-02
    0.45272E+02    0.39252E-02
    0.46807E+02    0.35847E-02
    0.48393E+02    0.32734E-02
    0.50034E+02    0.29890E-02
